indice_tiempo,indice_serie_original,indice_serie_desestacionalizada,indice_serie_tendencia_ciclo
2017-06-01,159.4463291790347,150.02340099295176,149.59496709339902
2017-07-01,149.937115340356,150.37758548951226,150.17502403658932
2017-08-01,148.88564519764537,150.0678048248789,150.6482993258389
2017-09-01,146.98494943350886,151.71543321497126,150.9714509501801
2017-10-01,148.96063105889627,151.67456297449786,151.10948933114685
2017-11-01,151.94740726629902,152.70958718456018,151.03885250671033
2017-12-01,146.98985431356869,152.2695937812784,150.75103139431658
2018-01-01,143.0089761264305,152.28987671980914,150.25767696107403
2018-02-01,138.81885611455021,152.10269036205818,149.5834538863475
2018-03-01,155.7384461969815,151.70050545051075,148.7669687161072
2018-04-01,153.29886638965615,147.25784526497344,147.85423035238296
2018-05-01,159.60497041559952,143.74862100138213,146.8929061209584
2018-06-01,149.02274619517644,142.49274204533717,145.93226273184683
2018-07-01,145.64380328029992,143.88495902475242,145.0181842604296
2018-08-01,146.1620135840387,145.91487394341482,144.1909672220669
2018-09-01,137.72832707270285,142.64236395239203,143.4763503723604
2018-10-01,142.89315612220437,144.31214462374368,142.8857929704616
2018-11-01,140.97861448970755,141.4310653434742,142.41997340702366
2018-12-01,136.77960798770758,141.90069788014878,142.07002751032155
2019-01-01,134.79530364615042,142.61881945675592,141.82096440741796
2019-02-01,132.38800314412856,142.88041843807122,141.65618857487885
2019-03-01,145.14188141129986,141.30552083943968,141.56047118984736
2019-04-01,151.3658037850385,142.06637806355968,141.5217893647602
2019-05-01,163.37494499720933,141.8869995652334,141.53199566528653
2019-06-01,149.03813119994928,141.25592727459585,141.5864903389908
