anio;provincia_id;provincia_nombre;dpto_id;dpto_nombre;codigo_delito_agrupado_nombre;cantidad_hechos;cantidad_victimas;
2014;6;Buenos Aires;;Caquelas;Total de vmctimas de otros delitos contra la integridad sexual;;27;
2014;6;Buenos Aires;;Caquelas;Total de hechos de amenazas;249;;
2014;6;Buenos Aires;;Caquelas;Total de delitos contra la propiedad;690;;
2014;6;Buenos Aires;;Caquelas;Total de hechos de robos;441;;
2014;6;Buenos Aires;;Caquelas;Total de hechos de hurtos;180;;
2014;6;Buenos Aires;;Capitan Sarmiento;Total de hechos delictivos;616;;
2014;6;Buenos Aires;;Capitan Sarmiento;Total de vmctimas de delitos contra las personas;;234;
2014;6;Buenos Aires;;Capitan Sarmiento;Total de vmctimas de homicidios dolosos;;0;
2014;6;Buenos Aires;;Capitan Sarmiento;Total de vmctimas de lesiones dolosas;;107;
2014;6;Buenos Aires;;Capitan Sarmiento;Total de vmctimas de muertes en siniestros viales;;11;
2014;6;Buenos Aires;;Capitan Sarmiento;Total de vmctimas de lesiones culposas en siniestros viales;;113;
2014;6;Buenos Aires;;Capitan Sarmiento;Total de vmctimas de violaciones;;0;
2014;6;Buenos Aires;;Capitan Sarmiento;Total de vmctimas de otros delitos contra la integridad sexual;;12;
2014;6;Buenos Aires;;Capitan Sarmiento;Total de hechos de amenazas;103;;
2014;6;Buenos Aires;;Capitan Sarmiento;Total de delitos contra la propiedad;289;;
2014;6;Buenos Aires;;Capitan Sarmiento;Total de hechos de robos;86;;
2014;6;Buenos Aires;;Capitan Sarmiento;Total de hechos de hurtos;103;;
2014;6;Buenos Aires;;Carlos Casares;Total de hechos delictivos;547;;
2014;6;Buenos Aires;;Carlos Casares;Total de vmctimas de delitos contra las personas;;174;
2014;6;Buenos Aires;;Carlos Casares;Total de vmctimas de homicidios dolosos;;0;
2014;6;Buenos Aires;;Carlos Casares;Total de vmctimas de lesiones dolosas;;111;
2014;6;Buenos Aires;;Carlos Casares;Total de vmctimas de muertes en siniestros viales;;4;
2014;6;Buenos Aires;;Carlos Casares;Total de vmctimas de lesiones culposas en siniestros viales;;42;
2014;6;Buenos Aires;;Carlos Casares;Total de vmctimas de violaciones;;0;
2014;6;Buenos Aires;;Carlos Casares;Total de vmctimas de otros delitos contra la integridad sexual;;15;
2014;6;Buenos Aires;;Carlos Casares;Total de hechos de amenazas;87;;
2014;6;Buenos Aires;;Carlos Casares;Total de delitos contra la propiedad;244;;
2014;6;Buenos Aires;;Carlos Casares;Total de hechos de robos;52;;
2014;6;Buenos Aires;;Carlos Casares;Total de hechos de hurtos;90;;
2014;6;Buenos Aires;;Carlos Tejedor;Total de hechos delictivos;225;;
2014;6;Buenos Aires;;Carlos Tejedor;Total de vmctimas de delitos contra las personas;;81;
2014;6;Buenos Aires;;Carlos Tejedor;Total de vmctimas de homicidios dolosos;;0;
2014;6;Buenos Aires;;Carlos Tejedor;Total de vmctimas de lesiones dolosas;;33;
2014;6;Buenos Aires;;Carlos Tejedor;Total de vmctimas de muertes en siniestros viales;;6;
2014;6;Buenos Aires;;Carlos Tejedor;Total de vmctimas de lesiones culposas en siniestros viales;;23;
2014;6;Buenos Aires;;Carlos Tejedor;Total de vmctimas de violaciones;;3;
2014;6;Buenos Aires;;Carlos Tejedor;Total de vmctimas de otros delitos contra la integridad sexual;;2;
2014;6;Buenos Aires;;Carlos Tejedor;Total de hechos de amenazas;29;;
2014;6;Buenos Aires;;Carlos Tejedor;Total de delitos contra la propiedad;102;;
2014;6;Buenos Aires;;Carlos Tejedor;Total de hechos de robos;19;;
2014;6;Buenos Aires;;Carlos Tejedor;Total de hechos de hurtos;60;;
2014;6;Buenos Aires;;Carmen de Areco;Total de hechos delictivos;416;;
2014;6;Buenos Aires;;Carmen de Areco;Total de vmctimas de delitos contra las personas;;143;
2014;6;Buenos Aires;;Carmen de Areco;Total de vmctimas de homicidios dolosos;;0;
2014;6;Buenos Aires;;Carmen de Areco;Total de vmctimas de lesiones dolosas;;85;
2014;6;Buenos Aires;;Carmen de Areco;Total de vmctimas de muertes en siniestros viales;;1;
2014;6;Buenos Aires;;Carmen de Areco;Total de vmctimas de lesiones culposas en siniestros viales;;56;
2014;6;Buenos Aires;;Carmen de Areco;Total de vmctimas de violaciones;;0;
2014;6;Buenos Aires;;Carmen de Areco;Total de vmctimas de otros delitos contra la integridad sexual;;8;
2014;6;Buenos Aires;;Carmen de Areco;Total de hechos de amenazas;68;;
2014;6;Buenos Aires;;Carmen de Areco;Total de delitos contra la propiedad;136;;
2014;6;Buenos Aires;;Carmen de Areco;Total de hechos de robos;36;;
2014;6;Buenos Aires;;Carmen de Areco;Total de hechos de hurtos;39;;
2014;6;Buenos Aires;;Castelli;Total de hechos delictivos;223;;
2014;6;Buenos Aires;;Castelli;Total de vmctimas de delitos contra las personas;;39;
2014;6;Buenos Aires;;Castelli;Total de vmctimas de homicidios dolosos;;2;
2014;6;Buenos Aires;;Castelli;Total de vmctimas de lesiones dolosas;;21;
2014;6;Buenos Aires;;Castelli;Total de vmctimas de muertes en siniestros viales;;0;
2014;6;Buenos Aires;;Castelli;Total de vmctimas de lesiones culposas en siniestros viales;;16;
2014;6;Buenos Aires;;Castelli;Total de vmctimas de violaciones;;0;
2014;6;Buenos Aires;;Castelli;Total de vmctimas de otros delitos contra la integridad sexual;;3;
2014;6;Buenos Aires;;Castelli;Total de hechos de amenazas;33;;
2014;6;Buenos Aires;;Castelli;Total de delitos contra la propiedad;51;;
2014;6;Buenos Aires;;Castelli;Total de hechos de robos;13;;
2014;6;Buenos Aires;;Castelli;Total de hechos de hurtos;15;;
2014;6;Buenos Aires;;Chacabuco;Total de hechos delictivos;959;;
2014;6;Buenos Aires;;Chacabuco;Total de vmctimas de delitos contra las personas;;368;
2014;6;Buenos Aires;;Chacabuco;Total de vmctimas de homicidios dolosos;;3;
2014;6;Buenos Aires;;Chacabuco;Total de vmctimas de lesiones dolosas;;203;
2014;6;Buenos Aires;;Chacabuco;Total de vmctimas de muertes en siniestros viales;;6;
2014;6;Buenos Aires;;Chacabuco;Total de vmctimas de lesiones culposas en siniestros viales;;149;
2014;6;Buenos Aires;;Chacabuco;Total de vmctimas de violaciones;;0;
2014;6;Buenos Aires;;Chacabuco;Total de vmctimas de otros delitos contra la integridad sexual;;13;
2014;6;Buenos Aires;;Chacabuco;Total de hechos de amenazas;147;;
2014;6;Buenos Aires;;Chacabuco;Total de delitos contra la propiedad;393;;
2014;6;Buenos Aires;;Chacabuco;Total de hechos de robos;120;;
2014;6;Buenos Aires;;Chacabuco;Total de hechos de hurtos;145;;
2014;6;Buenos Aires;;Chascomus;Total de hechos delictivos;1037;;
2014;6;Buenos Aires;;Chascomus;Total de vmctimas de delitos contra las personas;;197;
2014;6;Buenos Aires;;Chascomus;Total de vmctimas de homicidios dolosos;;1;
